,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132
0,up,0.5168470144271851,0.2936958074569702,-0.7731209397315979,0.999992847442627,0.5516511797904968,0.2640409469604492,-0.75193852186203,0.9999929070472717,0.5676664113998413,0.26128023862838745,-0.7521747350692749,0.9999919533729553,0.5815543532371521,0.2581481337547302,-0.7525414228439331,0.9999948740005493,0.4931783080101013,0.2660522162914276,-0.7528132200241089,0.9999906420707703,0.47753623127937317,0.2641848921775818,-0.7529404163360596,0.9999886751174927,0.46444350481033325,0.2616577446460724,-0.7529076933860779,0.9999909400939941,0.6101027131080627,0.24591229856014252,-0.575953483581543,0.9999877214431763,0.4406777620315552,0.24790386855602264,-0.5729748606681824,0.999967634677887,0.5488919019699097,0.30833491683006287,-0.700359046459198,0.999993622303009,0.49133917689323425,0.30996769666671753,-0.6996431946754456,0.9999924898147583,0.7269419431686401,0.32993820309638977,-0.4902046024799347,0.9999212622642517,0.32880672812461853,0.3298645317554474,-0.4800913631916046,0.9995388984680176,0.8626821637153625,0.47168266773223877,-0.5266990661621094,0.9933876991271973,0.2493322342634201,0.4744497835636139,-0.5113694071769714,0.969725489616394,0.8654953241348267,0.6147457361221313,-0.6051726341247559,0.9797133207321167,0.2378835827112198,0.6169083118438721,-0.60318922996521,0.9269291162490845,0.8854163885116577,0.6462176442146301,-0.6704855561256409,0.94929039478302,0.195892333984375,0.6425944566726685,-0.6746832132339478,0.8702937364578247,0.8336994051933289,0.6427600979804993,-0.6857379674911499,0.9642906188964844,0.2576875686645508,0.644844651222229,-0.697943925857544,0.9026640057563782,0.8211054801940918,0.6337586641311646,-0.6184340715408325,0.9618100523948669,0.28175589442253113,0.6370771527290344,-0.6214409470558167,0.9057424068450928,0.6281717419624329,0.4696017801761627,-0.001664122100919485,0.996731698513031,0.46102744340896606,0.4760398268699646,0.001927437842823565,0.9924798607826233,0.6220405101776123,0.5248268842697144,0.317520409822464,0.4495593309402466,0.4841238558292389,0.5302301645278931,0.33856990933418274,0.4956894516944885,0.6222686171531677,0.5621527433395386,0.8104448318481445,0.1378145068883896,0.5055018067359924,0.5465688705444336,0.7924734950065613,0.14227981865406036,0.6040502786636353,0.5468332767486572,0.8613846302032471,0.06097418814897537,0.5102309584617615,0.5371490716934204,0.8389087915420532,0.06392549723386765,0.6192318797111511,0.5977980494499207,0.7839521169662476,0.22456060349941254,0.5161521434783936,0.5901167392730713,0.7589483857154846,0.23659518361091614
1,down,0.5090928673744202,0.5546198487281799,-0.775748074054718,0.99990314245224,0.5393780469894409,0.5339435338973999,-0.8261810541152954,0.9999553561210632,0.5614757537841797,0.5310292840003967,-0.8261054158210754,0.9999580383300781,0.5783775448799133,0.5278409123420715,-0.8263549208641052,0.9999639391899109,0.48058629035949707,0.530590295791626,-0.8156750202178955,0.9999434947967529,0.4655168652534485,0.525109052658081,-0.8159710764884949,0.9999333620071411,0.4508836567401886,0.5191388726234436,-0.8157528042793274,0.9999153017997742,0.6084868311882019,0.5043999552726746,-0.7620043158531189,0.9999805092811584,0.4253360629081726,0.492306113243103,-0.7233071327209473,0.9999142289161682,0.5395908951759338,0.5618893504142761,-0.7246289253234863,0.9999610185623169,0.4871319830417633,0.5593252778053284,-0.710610568523407,0.9999228715896606,0.7280595898628235,0.4946720004081726,-0.5673888325691223,0.9999864101409912,0.35196641087532043,0.4992407560348511,-0.5087535381317139,0.9999306797981262,0.9162101745605469,0.4979924261569977,-0.3799631595611572,0.9921240210533142,0.19628214836120605,0.49695783853530884,-0.23005031049251556,0.9658688902854919,0.8644320964813232,0.6143189668655396,-0.28903546929359436,0.9921126365661621,0.2220965325832367,0.6146146059036255,-0.2055046260356903,0.966838002204895,0.8824924230575562,0.6453317403793335,-0.3036400377750397,0.97629314661026,0.18963272869586945,0.6397326588630676,-0.22423918545246124,0.9441064596176147,0.8338714241981506,0.6415380239486694,-0.29469767212867737,0.982561469078064,0.23526287078857422,0.6411305069923401,-0.2330828607082367,0.9575254321098328,0.8149610161781311,0.6336249113082886,-0.2788655459880829,0.9747580289840698,0.2556091845035553,0.6347073316574097,-0.20694424211978912,0.9417223334312439,0.6418155431747437,0.5682126879692078,-0.0012892343802377582,0.9954997897148132,0.43394577503204346,0.5781587958335876,0.0007824706844985485,0.9926514029502869,0.6115331053733826,0.5751957297325134,0.4306976795196533,0.14260217547416687,0.43559983372688293,0.584505021572113,0.44448167085647583,0.17776501178741455,0.591562032699585,0.5477370023727417,0.8976419568061829,0.04145305976271629,0.4472920000553131,0.5635706186294556,0.9395799040794373,0.03927810117602348,0.5769442319869995,0.5265982747077942,0.954048216342926,0.03835548087954521,0.4584445655345917,0.5439614653587341,0.9973889589309692,0.029634663835167885,0.5782328248023987,0.5901724696159363,0.9832337498664856,0.08589613437652588,0.48871907591819763,0.600926399230957,1.035956621170044,0.08862550556659698
2,up,0.5229281187057495,0.23291561007499695,-0.78863126039505,0.9999706745147705,0.5515274405479431,0.20117613673210144,-0.7548447251319885,0.9999814629554749,0.5681076645851135,0.19972842931747437,-0.7551510334014893,0.9999797940254211,0.58403480052948,0.19831183552742004,-0.7555423378944397,0.9999836087226868,0.49117329716682434,0.20340701937675476,-0.7558029890060425,0.9999787211418152,0.4724198579788208,0.20345088839530945,-0.7559542059898376,0.9999740719795227,0.4562648832798004,0.20339636504650116,-0.7559352517127991,0.9999738931655884,0.6179856061935425,0.193154975771904,-0.5521009564399719,0.9999861717224121,0.4249185621738434,0.20353583991527557,-0.5475755333900452,0.9999613165855408,0.558201014995575,0.2547873556613922,-0.7105636596679688,0.999980092048645,0.4917881190776825,0.2583458721637726,-0.7089783549308777,0.999975323677063,0.7366133332252502,0.3004768192768097,-0.46852609515190125,0.9999666810035706,0.3225530982017517,0.3067922592163086,-0.4640048146247864,0.9998261332511902,0.8383391499519348,0.46379920840263367,-0.4776402711868286,0.9944855570793152,0.25529876351356506,0.46999043226242065,-0.4700123071670532,0.9778063297271729,0.8640725016593933,0.6150690913200378,-0.5759730339050293,0.9846503734588623,0.2311999499797821,0.6152355670928955,-0.5677152872085571,0.9508329629898071,0.8850132822990417,0.6478913426399231,-0.6526663303375244,0.9578469395637512,0.19694913923740387,0.6456409692764282,-0.6434082984924316,0.8956369161605835,0.8255667090415955,0.6463524699211121,-0.6686498522758484,0.9703879356384277,0.2598413825035095,0.648727297782898,-0.6674882173538208,0.9199159145355225,0.8101999163627625,0.6374874711036682,-0.5912302136421204,0.9636892080307007,0.2800203859806061,0.6410898566246033,-0.5866146683692932,0.9110891222953796,0.6273524165153503,0.4680097699165344,-0.007583345286548138,0.9970843195915222,0.44595515727996826,0.46805229783058167,0.007509995251893997,0.9936891198158264,0.6167729496955872,0.526602029800415,0.36225053668022156,0.3204754889011383,0.4637514352798462,0.526494562625885,0.39759331941604614,0.3364652097225189,0.6138022541999817,0.5292888283729553,0.8778821229934692,0.1073470339179039,0.48061126470565796,0.5137137174606323,0.8855109810829163,0.09725242108106613,0.5991984009742737,0.5121406316757202,0.9287776947021484,0.07035435736179352,0.4964471757411957,0.507229745388031,0.933188259601593,0.06026115268468857,0.5969590544700623,0.5748165845870972,0.8474604487419128,0.18310771882534027,0.4888745844364166,0.5601776838302612,0.8425767421722412,0.17382729053497314
3,down,0.5220576524734497,0.545221745967865,-0.8317508101463318,0.9999210238456726,0.5537367463111877,0.5194323658943176,-0.8680213689804077,0.9999554753303528,0.5715740919113159,0.516202986240387,-0.8678853511810303,0.9999538660049438,0.586907148361206,0.5127248167991638,-0.8681735992431641,0.9999632239341736,0.49254703521728516,0.5190757513046265,-0.866050124168396,0.999944806098938,0.474526971578598,0.514663577079773,-0.8663142323493958,0.9999309182167053,0.45935291051864624,0.5099493265151978,-0.8660458326339722,0.9999212622642517,0.6211364269256592,0.49325358867645264,-0.7644482254981995,0.9999771118164062,0.43722203373908997,0.4889570474624634,-0.7555274963378906,0.9999040365219116,0.5507014393806458,0.5532518029212952,-0.7674301862716675,0.9999551177024841,0.4986487627029419,0.5560671091079712,-0.7650585174560547,0.999911367893219,0.7315937876701355,0.5002186298370361,-0.5795665383338928,0.9999810457229614,0.3604353368282318,0.5073721408843994,-0.5229101777076721,0.9998964071273804,0.9124385714530945,0.5030458569526672,-0.3663596212863922,0.9942528009414673,0.192704439163208,0.4982742369174957,-0.24274063110351562,0.9686639308929443,0.8643255233764648,0.6168418526649475,-0.28637203574180603,0.9890258312225342,0.2334529161453247,0.6107483506202698,-0.2176104038953781,0.9362779855728149,0.8856015801429749,0.6490488052368164,-0.2916487753391266,0.9673502445220947,0.20361223816871643,0.6348167657852173,-0.22949396073818207,0.8858614563941956,0.8323059678077698,0.6446526646614075,-0.288027286529541,0.9759222269058228,0.25000646710395813,0.6369160413742065,-0.23748451471328735,0.9091342091560364,0.815081000328064,0.6369364857673645,-0.2752128541469574,0.9663034081459045,0.27171897888183594,0.6302055716514587,-0.2180560827255249,0.8804457783699036,0.6315056681632996,0.5844337344169617,0.002587490016594529,0.9906184077262878,0.44562384486198425,0.5960604548454285,-0.0031321716960519552,0.9849441647529602,0.607810378074646,0.5751460790634155,0.46940192580223083,0.1907271444797516,0.4374418258666992,0.5985425710678101,0.48998841643333435,0.19703999161720276,0.5793351531028748,0.5540164709091187,0.9273896217346191,0.06034739688038826,0.4471223056316376,0.5614672303199768,0.9653582572937012,0.051212094724178314,0.5633718371391296,0.5359251499176025,0.983235776424408,0.05885520204901695,0.44632774591445923,0.5413295030593872,1.020195722579956,0.04134545847773552,0.5874273180961609,0.5854334235191345,1.0202587842941284,0.10603909939527512,0.4802245497703552,0.5879143476486206,1.062286138534546,0.10065007954835892
4,up,0.5079727172851562,0.2377472221851349,-0.726921021938324,0.9999358654022217,0.5352325439453125,0.20977015793323517,-0.6923229694366455,0.9999567866325378,0.5519227981567383,0.20821309089660645,-0.6926098465919495,0.9999510049819946,0.567357063293457,0.20651577413082123,-0.6929429173469543,0.9999631643295288,0.4746222496032715,0.21069280803203583,-0.6912524700164795,0.9999512434005737,0.4566660225391388,0.2099640816450119,-0.6914166212081909,0.9999372959136963,0.442298948764801,0.20947393774986267,-0.6914365887641907,0.9999402761459351,0.6032063961029053,0.19924332201480865,-0.49618497490882874,0.9999585151672363,0.41554614901542664,0.2092273235321045,-0.48163294792175293,0.9998995065689087,0.5442906618118286,0.2583695948123932,-0.6531248092651367,0.9999651312828064,0.4793294370174408,0.26246219873428345,-0.6486863493919373,0.9999542832374573,0.7277182340621948,0.3102171719074249,-0.4169425368309021,0.9999507665634155,0.31169843673706055,0.31693077087402344,-0.42001596093177795,0.999821662902832,0.8367385268211365,0.4663780629634857,-0.4121053218841553,0.9928642511367798,0.2545929253101349,0.4712650179862976,-0.41944149136543274,0.976039469242096,0.8631391525268555,0.6159611344337463,-0.5232827067375183,0.9803649187088013,0.23342016339302063,0.6130813956260681,-0.5142096281051636,0.9528588056564331,0.8904510736465454,0.647621214389801,-0.5990860462188721,0.9560160040855408,0.2053208351135254,0.6432530879974365,-0.5890091061592102,0.9083117246627808,0.8292544484138489,0.6470127105712891,-0.6168352365493774,0.9691787958145142,0.2679142653942108,0.6434734463691711,-0.6154288649559021,0.9300112724304199,0.8114476799964905,0.6389601826667786,-0.539784848690033,0.9644989967346191,0.28418853878974915,0.6370832324028015,-0.5340346693992615,0.9230973720550537,0.6185030341148376,0.48465415835380554,-0.004036473575979471,0.995354950428009,0.43559497594833374,0.48543819785118103,0.004072698764503002,0.99118971824646,0.613309919834137,0.5380262136459351,0.34676477313041687,0.2818417549133301,0.45871952176094055,0.5372161269187927,0.36234912276268005,0.2930447459220886,0.5992030501365662,0.5314047336578369,0.8404843807220459,0.08605480939149857,0.47147321701049805,0.5117709636688232,0.827771782875061,0.07583607733249664,0.5908080339431763,0.5145798921585083,0.889917254447937,0.06112222373485565,0.47634005546569824,0.49732571840286255,0.8746886849403381,0.05031846463680267,0.5941041707992554,0.5764398574829102,0.824644923210144,0.15704861283302307,0.4800148904323578,0.5573108196258545,0.7984662652015686,0.1498727947473526
5,down,0.5188781023025513,0.5893753170967102,-0.7024282217025757,0.9998905658721924,0.5434465408325195,0.5672005414962769,-0.749230146408081,0.9999446272850037,0.5607150197029114,0.5631743669509888,-0.749150276184082,0.9999445676803589,0.5750561952590942,0.558599591255188,-0.749441385269165,0.999954342842102,0.491249144077301,0.5653077960014343,-0.7467700839042664,0.9999340176582336,0.4732067584991455,0.5595840215682983,-0.7469959855079651,0.9999198913574219,0.4571303725242615,0.5536558032035828,-0.7467504143714905,0.9999032616615295,0.6084221005439758,0.5310654044151306,-0.6922585368156433,0.9999730587005615,0.4302305579185486,0.5234988927841187,-0.6766951680183411,0.9998999238014221,0.543509304523468,0.5895002484321594,-0.650282621383667,0.9999533891677856,0.49602046608924866,0.5912875533103943,-0.645657479763031,0.999915599822998,0.721327006816864,0.5045053958892822,-0.5209459066390991,0.9999863505363464,0.3531036376953125,0.5061503052711487,-0.46764039993286133,0.9999265074729919,0.9193829298019409,0.4998788833618164,-0.3404456675052643,0.993916392326355,0.1920548975467682,0.4990089535713196,-0.21887178719043732,0.9685341119766235,0.8637677431106567,0.6168522238731384,-0.26382651925086975,0.99127596616745,0.22661060094833374,0.6188328266143799,-0.2042340636253357,0.9549195170402527,0.8832597136497498,0.6484104990959167,-0.2824435532093048,0.9754207730293274,0.1973886340856552,0.6430320739746094,-0.22930209338665009,0.9212415218353271,0.8301564455032349,0.6448906064033508,-0.27252596616744995,0.9822405576705933,0.24466459453105927,0.6421499252319336,-0.23452281951904297,0.93864506483078,0.8120237588882446,0.637121856212616,-0.25390973687171936,0.9750100374221802,0.2643354535102844,0.6357545256614685,-0.20525534451007843,0.9176545739173889,0.6393733024597168,0.5660075545310974,0.0026323762722313404,0.9951302409172058,0.4393771290779114,0.5739616751670837,-0.003051347564905882,0.9910258054733276,0.6017579436302185,0.5665178298950195,0.41181090474128723,0.15588824450969696,0.4516725540161133,0.5796669721603394,0.4313789904117584,0.1672925502061844,0.5800538659095764,0.5447565317153931,0.8481614589691162,0.04662850871682167,0.45677751302719116,0.559895932674408,0.8732801675796509,0.037616342306137085,0.5722445845603943,0.5358332395553589,0.9013188481330872,0.04870328679680824,0.46271735429763794,0.5416935086250305,0.9245160222053528,0.032409220933914185,0.5754004120826721,0.5835987329483032,0.9429412484169006,0.09553742408752441,0.4879751205444336,0.5960851311683655,0.9750859141349792,0.08967871963977814
6,up,0.5216943025588989,0.23332475125789642,-0.7799097895622253,0.9999595880508423,0.5514028072357178,0.20506258308887482,-0.7448093295097351,0.9999732971191406,0.5678396224975586,0.2041676640510559,-0.7451042532920837,0.9999707937240601,0.5839095711708069,0.2033073604106903,-0.7454541921615601,0.9999771118164062,0.49027857184410095,0.20559260249137878,-0.7458697557449341,0.9999696612358093,0.4712540805339813,0.20533443987369537,-0.7460516691207886,0.9999629855155945,0.45613986253738403,0.20537538826465607,-0.7460483312606812,0.9999626874923706,0.6161412596702576,0.20031052827835083,-0.5406069755554199,0.9999749660491943,0.427035391330719,0.2065630853176117,-0.5374165773391724,0.999942421913147,0.5547571778297424,0.25476744771003723,-0.7027012705802917,0.9999775886535645,0.49032163619995117,0.2583255469799042,-0.7014182806015015,0.9999704360961914,0.7325523495674133,0.3100214898586273,-0.45180052518844604,0.9999516010284424,0.3170706629753113,0.315161794424057,-0.46033811569213867,0.9998220801353455,0.8378150463104248,0.46615228056907654,-0.4473503828048706,0.9932547807693481,0.2538067698478699,0.46957552433013916,-0.4524862766265869,0.9800769686698914,0.8637077808380127,0.6182993054389954,-0.5651525259017944,0.9819602370262146,0.23695899546146393,0.6160624027252197,-0.5560526847839355,0.9622482061386108,0.8868879079818726,0.6493896245956421,-0.6451260447502136,0.9593080282211304,0.20895995199680328,0.6470016241073608,-0.635394275188446,0.9259862899780273,0.8272761702537537,0.6488808989524841,-0.6611682176589966,0.9714793562889099,0.2727923095226288,0.6478080153465271,-0.6612299084663391,0.9431723952293396,0.81031733751297,0.6412659287452698,-0.5808690190315247,0.9675949811935425,0.2910275459289551,0.6407186388969421,-0.574800968170166,0.9376562833786011,0.6193658709526062,0.483497679233551,-0.009310062043368816,0.9966498613357544,0.4384710192680359,0.4834488332271576,0.009267866611480713,0.99302738904953,0.6069766879081726,0.535413920879364,0.36230725049972534,0.290210098028183,0.4608302712440491,0.5290871262550354,0.40421244502067566,0.2822624444961548,0.5955705642700195,0.5420026183128357,0.8764914870262146,0.09843939542770386,0.4754858613014221,0.5225579142570496,0.8863733410835266,0.07750441133975983,0.5857590436935425,0.5292591452598572,0.9267585873603821,0.0657685250043869,0.4855315089225769,0.51575767993927,0.933454692363739,0.047562289983034134,0.5856273174285889,0.5834720134735107,0.8607006669044495,0.1638629138469696,0.4868882894515991,0.568444550037384,0.8534707427024841,0.1437973976135254
7,down,0.5091319680213928,0.5510053634643555,-0.7635851502418518,0.999842643737793,0.5258892178535461,0.5281542539596558,-0.8028994798660278,0.9999154806137085,0.5452098846435547,0.5251914858818054,-0.8028119802474976,0.9999088048934937,0.5646425485610962,0.5217622518539429,-0.8031374216079712,0.9999251961708069,0.47601059079170227,0.5231513977050781,-0.7964934706687927,0.9998998045921326,0.4617578089237213,0.5183265805244446,-0.796769380569458,0.999872624874115,0.44706884026527405,0.5132750272750854,-0.7965848445892334,0.9998607635498047,0.5965240597724915,0.4967966377735138,-0.7307175993919373,0.9999580383300781,0.42981135845184326,0.490389347076416,-0.6992616653442383,0.999859094619751,0.5373184084892273,0.5563141107559204,-0.7083694934844971,0.9999266862869263,0.4950333833694458,0.5543873906135559,-0.6994844079017639,0.9998843669891357,0.7268478870391846,0.49955126643180847,-0.5523562431335449,0.9999791979789734,0.35623979568481445,0.502690851688385,-0.505853533744812,0.9999148845672607,0.9152030348777771,0.5027160048484802,-0.3631877601146698,0.9942207932472229,0.19709733128547668,0.49993228912353516,-0.23508945107460022,0.9708816409111023,0.8629946708679199,0.6171817779541016,-0.26893067359924316,0.987744152545929,0.22899971902370453,0.6147468686103821,-0.19422677159309387,0.9548026919364929,0.8853908777236938,0.6496483087539673,-0.27443477511405945,0.9636133909225464,0.19715605676174164,0.639651894569397,-0.20945587754249573,0.9137539267539978,0.8322573900222778,0.6456357836723328,-0.2696645259857178,0.9731593132019043,0.2375626116991043,0.6406973600387573,-0.21724455058574677,0.9327040910720825,0.8156546950340271,0.6368268132209778,-0.25769564509391785,0.9619190096855164,0.26166555285453796,0.6334677338600159,-0.19428418576717377,0.9083640575408936,0.6321739554405212,0.5927891135215759,0.00011125608580186963,0.9928930401802063,0.4417612552642822,0.5984665751457214,-0.0005749435513280332,0.987671971321106,0.6246063113212585,0.5935609340667725,0.4117685556411743,0.1679486185312271,0.43479815125465393,0.6027958989143372,0.411950945854187,0.16631752252578735,0.5866132974624634,0.5700027942657471,0.8317309021949768,0.05332987383008003,0.45700764656066895,0.5721808671951294,0.8550384640693665,0.0391470231115818,0.5716394782066345,0.5517211556434631,0.8837987780570984,0.05113719031214714,0.4614439904689789,0.5528749823570251,0.9082180857658386,0.0310128815472126,0.5896619558334351,0.5965619683265686,0.9222898483276367,0.09929387271404266,0.49884310364723206,0.6075694561004639,0.9608233571052551,0.08429431915283203
8,up,0.5350691676139832,0.2308759242296219,-0.7774620056152344,0.9999403357505798,0.561377227306366,0.20395493507385254,-0.7435973882675171,0.9999580383300781,0.5772877931594849,0.20173202455043793,-0.7439321279525757,0.9999532103538513,0.5928622484207153,0.19931243360042572,-0.7443377375602722,0.9999642372131348,0.507728099822998,0.20511426031589508,-0.7469412088394165,0.9999529719352722,0.48872771859169006,0.20391297340393066,-0.7471091747283936,0.9999403953552246,0.4734579622745514,0.2027316838502884,-0.7471104860305786,0.9999419450759888,0.6207088232040405,0.1930626779794693,-0.5378761291503906,0.9999590516090393,0.44416379928588867,0.2029077261686325,-0.5441409945487976,0.9999035000801086,0.5632952451705933,0.2535364329814911,-0.6980670690536499,0.9999680519104004,0.5063523650169373,0.2546980082988739,-0.6995881795883179,0.9999576210975647,0.7349119782447815,0.30528727173805237,-0.45957112312316895,0.999951183795929,0.32594552636146545,0.3126848638057709,-0.46126866340637207,0.9998034834861755,0.8264111280441284,0.46531134843826294,-0.4641096293926239,0.9927622079849243,0.2698928415775299,0.46623507142066956,-0.4629528224468231,0.9769551157951355,0.8646403551101685,0.6185881495475769,-0.5728152990341187,0.980551540851593,0.23373043537139893,0.6133089661598206,-0.5738924145698547,0.9579919576644897,0.8919979929924011,0.6497592329978943,-0.6490995287895203,0.9575973749160767,0.20230884850025177,0.6441149115562439,-0.6504930853843689,0.9213911294937134,0.8348568677902222,0.6490161418914795,-0.6725131869316101,0.9702051281929016,0.25892093777656555,0.646465003490448,-0.6753520965576172,0.939598560333252,0.8146601319313049,0.6412164568901062,-0.5908464193344116,0.9659944176673889,0.2788445055484772,0.6402768492698669,-0.5975086092948914,0.9327768683433533,0.6209529042243958,0.48308414220809937,-0.010930188000202179,0.9956333041191101,0.44547080993652344,0.484701544046402,0.010824941098690033,0.9914433360099792,0.6123116612434387,0.5388731360435486,0.350501149892807,0.2887965440750122,0.4656584858894348,0.5329501628875732,0.3951309323310852,0.2783429026603699,0.6009884476661682,0.5481128096580505,0.8713776469230652,0.09339480847120285,0.48250770568847656,0.5201855897903442,0.8890942931175232,0.07455790042877197,0.5949229598045349,0.5290566086769104,0.9239434599876404,0.06306707859039307,0.5002905130386353,0.5212410092353821,0.9400202035903931,0.04597128555178642,0.5913951396942139,0.5887423753738403,0.8515703678131104,0.15591654181480408,0.49456825852394104,0.5708315968513489,0.8585942983627319,0.13993726670742035
9,down,0.522836446762085,0.5616584420204163,-0.7185028195381165,0.9998577833175659,0.5526360869407654,0.5432417988777161,-0.7594154477119446,0.9999168515205383,0.5685825943946838,0.5397522449493408,-0.7593647241592407,0.9999063611030579,0.5818448662757874,0.5359346270561218,-0.7596879005432129,0.9999275803565979,0.49747008085250854,0.543213427066803,-0.7580618262290955,0.9999029636383057,0.4779370427131653,0.5388138890266418,-0.7583011984825134,0.9998681545257568,0.4615907371044159,0.5334648489952087,-0.7580855488777161,0.9998645782470703,0.6092634201049805,0.5113316178321838,-0.6793161630630493,0.999944806098938,0.43377596139907837,0.5064974427223206,-0.6713443398475647,0.9998087882995605,0.547313928604126,0.5631081461906433,-0.6597846746444702,0.9999427795410156,0.4982540011405945,0.5648607611656189,-0.6575705409049988,0.9999054074287415,0.7301264405250549,0.496730238199234,-0.49852871894836426,0.999981701374054,0.35459959506988525,0.502311646938324,-0.4744354784488678,0.9999224543571472,0.8909163475036621,0.4995041489601135,-0.3294368386268616,0.9899227023124695,0.20890457928180695,0.4994373321533203,-0.23687967658042908,0.9632306098937988,0.8641059994697571,0.6131309270858765,-0.2576684355735779,0.9870822429656982,0.2323843240737915,0.6142712235450745,-0.22690047323703766,0.9655827879905701,0.8897860050201416,0.6433331370353699,-0.2676006257534027,0.9670902490615845,0.19716380536556244,0.6392439007759094,-0.25135666131973267,0.9443604946136475,0.8387624025344849,0.6415306925773621,-0.2676377594470978,0.9762565493583679,0.23854127526283264,0.6417237520217896,-0.26363423466682434,0.9586581587791443,0.8213514685630798,0.633275032043457,-0.2500327527523041,0.9677942991256714,0.2636961340904236,0.634696900844574,-0.23028111457824707,0.9442108869552612,0.6341119408607483,0.5849878191947937,0.006305240094661713,0.9904001951217651,0.44070303440093994,0.5942704081535339,-0.006706266663968563,0.9843384623527527,0.6119867563247681,0.5760442018508911,0.393238365650177,0.13433906435966492,0.44127264618873596,0.5978051424026489,0.39457014203071594,0.14472481608390808,0.5894573926925659,0.5553820133209229,0.7986361980438232,0.03947977349162102,0.4625324308872223,0.5705976486206055,0.8046424984931946,0.0281902514398098,0.5770476460456848,0.5368207097053528,0.8484545350074768,0.03883237764239311,0.4686916470527649,0.5499433279037476,0.8531907796859741,0.024338170886039734,0.6007859110832214,0.5904192328453064,0.8891312479972839,0.08361940830945969,0.5087013244628906,0.603496789932251,0.9005415439605713,0.07289593666791916
